BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","ISI:000456188500001","Abualsaud, Khalid; Elfouly, Tarek M.; Khattab, Tamer; Yaacoub, Elias; Ismail, Loay Sabry; Ahmed, Mohamed Hossam; Guizani, Mohsen","A Survey on Mobile Crowd-Sensing and Its Applications in the IoT Era","{IEEE ACCESS}",{7},,"","{3855-3881}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Mobile crowd-sensing (MCS) is a new sensing paradigm that takes
    results show that the proposed method improves the tracking accuracy
    without an increase in tracking time. Meanwhile, it strengthens the
    robustness of algorithm under the condition of the complex background
    region. The success rate of the proposed method in overall traffic
    datasets is higher than Siamese network by about 10\%, and the overall
    precision is higher than Siamese network by 8\%.}","","{Vehicle tracking; bilinear network; attention mechanism; semantics; response}","",""
7,"","ISI:000456144600013","Khelifi, Hakima; Luo, Senlin; Nour, Boubakr; Sellami, Akrem; Moungla, Hassine; Ahmed, Syed Hassan; Guizani, Mohsen","Bringing Deep Learning at the Edge of Information-Centric Internet of Things","{IEEE COMMUNICATIONS LETTERS}",{23},{1},"{JAN}","{52-55}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Various Internet solutions take their power processing and analysis from
    cloud computing services. Internet of Things (IoT) applications started
    discovering the benefits of computing, processing, and analysis on the
    device itself aiming to reduce latency for time-critical applications.
    However, on-device processing is not suitable for resource-constraints
    IoT devices. Edge computing (EC) came as an alternative solution that
    tends to move services and computation more closer to consumers, at the
    edge. In this letter, we study and discuss the applicability of merging
    deep learning (DL) models, i.e., convolutional neural network (CNN),
    recurrent neural network (RNN), and reinforcement learning (RL), with
    IoT and information-centric networking which is a promising future
    Internet architecture, combined all together with the EC concept.
    Therefore, a CNN model can be used in the IoT area to exploit reliably
    data from a complex environment. Moreover, RL and RNN have been recently
    integrated into IoT, which can be used to take the multi-modality of
    data in real-time applications into account.}","","{Information-centric networking (ICN); edge computing (EC); Internet of Things (IoT); deep learning (DL)}","",""
7,"","ISI:000454817100419","Li, Yinghua; Song, Bin; Kang, Xu; Du, Xiaojiang; Guizani, Mohsen","Vehicle-Type Detection Based on Compressed Sensing and Deep Learning in Vehicular Networks","{SENSORS}",{18},{12},"{DEC}","",{2018},"{ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND}","","","","","","","","{MDPI}","","","","","","","{Throughout the past decade, vehicular networks have attracted a great
    deal of interest in various fields. The increasing number of vehicles
    has led to challenges in traffic regulation. Vehicle-type detection is
    an important research topic that has found various applications in
    numerous fields. Its main purpose is to extract the different features
    of vehicles from videos or pictures captured by traffic surveillance so
    as to identify the types of vehicles, and then provide reference
    information for traffic monitoring and control. In this paper, we
    propose a step-forward vehicle-detection and -classification method
    using a saliency map and the convolutional neural-network (CNN)
    technique. Specifically, compressed-sensing (CS) theory is applied to
    generate the saliency map to label the vehicles in an image, and the CNN
    scheme is then used to classify them. We applied the concept of the
    saliency map to search the image for target vehicles: this step is based
    on the use of the saliency map to minimize redundant areas. CS was used
    to measure the image of interest and obtain its saliency in the
    measurement domain. Because the data in the measurement domain are much
    smaller than those in the pixel domain, saliency maps can be generated
    at a low computation cost and faster speed. Then, based on the saliency
    map, we identified the target vehicles and classified them into
    different types using the CNN. The experimental results show that our
    method is able to speed up the window-calibrating stages of CNN-based
    image classification. Moreover, our proposed method has better overall
    performance in vehicle-type detection compared with other methods. It
    has very broad prospects for practical applications in vehicular
    networks.}","","{vehicle classification; target detection; compressed sensing; convolutional neural network; saliency map}","",""
7,"","ISI:000455740800007","Liu, Xiaolei; Zhuo, Zhongliu; Du, Xiaojiang; Zhang, Xiaosong; Zhu, Qingxin; Guizani, Mohsen","Adversarial attacks against profile HMM website fingerprinting detection model","{COGNITIVE SYSTEMS RESEARCH}",{54},,"{MAY}","{83-89}",{2019},"{PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS}","","","","","","","","{ELSEVIER SCIENCE BV}","","","","","","","{People are accustomed to using an anonymous network to protect their
    private information. The Profile HMM (Hidden Markov Model) Website
    Fingerprinting Detection algorithm can detect the website that the data
    stream accesses by pattern matching the captured data traffic. This
    makes the anonymous network lose its effect. In order to bypass the
    detection of this model, we propose a method based on genetic algorithm
    to generate adversarial samples. By migrating the problem of adversarial
    samples in deep learning, our approach is used for the broader machine
    learning detection model to do traffic confusion, and then achieves the
    purpose of bypassing the Profile HMM model detection. The key challenge
    is how to construct a suitable fitness function to generate an effective
    adversarial sample at minimal cost. The experimental results show that
    the success rate of our traffic confusion method is as high as 97\%. At
    the same time, we only need to add less perturbation traffic than the
    traditional traffic confusion method. (C) 2018 Elsevier B.V. All rights
    reserved.}","","{Adversarial samples; PHMM; Traffic confusion}","",""
7,"","ISI:000458177800055","Lv, Junmei; Song, Bin; Guo, Jie; Du, Xiaojiang; Guizani, Mohsen","Interest-Related Item Similarity Model Based on Multimodel Data for Top-N Recommendation","{IEEE ACCESS}",{7},,"","{12809-12821}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Nowadays, the recommendation systems are applied in the fields of
    e-commerce, video websites, social networking sites, which bring great
    convenience to people's daily lives. The types of information are
    diversified and abundant in recommendation systems; therefore the
    proportion of unstructured multimodal data such as text, image, and
    video is increasing. However, due to the representation gap between
    different modalities, it is intractable to effectively use unstructured
    multimodal data to improve the efficiency of recommendation systems. In
    this paper, we propose an end-to-end multimodal interest-related item
    similarity model (multimodal IRIS) to provide recommendations based on
    the multimodal data source. Specifically, the multimodal IRIS model
    consists of three modules, i.e., multimodal feature learning module, the
    interest-related network (IRN) module, and item similarity
    recommendation module. The multimodal feature learning module adds
    knowledge sharing unit among different modalities. Then, IRN learns the
    interest relevance between target item and different historical items
    respectively. Finally, the multimodal feature learning, IRN, and item
    similarity recommendation modules are unified into an integrated system
    to achieve performance enhancements and to accommodate the addition or
    absence of different modal data. Extensive experiments on real-world
    datasets show that, by dealing with the multimodal data which people may
    pay more attention to when selecting items, the proposed multimodal IRIS
    significantly improves accuracy and interpretability on top-N
    recommendation task over the state-of-the-art methods.}","","{Top-N recommendation; multimodal data; multimodal interest-related item similarity; knowledge sharing unit}","",""
7,"","ISI:000459597100001","Rahman, Md Abdur; Rashid, Md Mamunur; Hossain, M. Shamim; Hassanain, Elham; Alhamid, Mohammed F.; Guizani, Mohsen","Blockchain and IoT-Based Cognitive Edge Framework for Sharing Economy Services in a Smart City","{IEEE ACCESS}",{7},,"","{18611-18621}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{In this paper, we propose a Blockchain-based infrastructure to support
    security- and privacy-oriented spatio-temporal smart contract services
    for the sustainable Internet of Things (IoT)-enabled sharing economy in
    mega smart cities. The infrastructure leverages cognitive fog nodes at
    the edge to host and process offloaded geo-tagged multimedia payload and
    transactions from a mobile edge and IoT nodes, uses AI for processing
    and extracting significant event information, produces semantic digital
    analytics, and saves results in Blockchain and decentralized cloud
    repositories to facilitate sharing economy services. The framework
    offers a sustainable incentive mechanism, which can potentially support
    secure smart city services, such as sharing economy, smart contracts,
    and cyber-physical interaction with Blockchain and IoT. Our unique
    contribution is justified by detailed system design and implementation
    of the framework.}","","{Sharing economy; cognitive processing at the edge; mobile edge computing; Blockchain; smart city}","",""
7,"","ISI:000459709500102","Ren, Wei; Sun, Yan; Luo, Hong; Guizani, Mohsen","BLLC: A Batch-Level Update Mechanism With Low Cost for SDN-IoT Networks","{IEEE INTERNET OF THINGS JOURNAL}",{6},{1, SI},"{FEB}","{1210-1222}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Software defined networks have been a driving force of the Internet of
    Things (IoT) advancement in the devices management and network control.
    One of the important challenges remaining to be resolved is how to
    safely complete the network update with low resources' consumption. In
    this paper, we propose a new batch-level update mechanism with low cost
    (BLLC) to solve this problem. Its main idea is to bundle control
    commands and update networks from the destination to the source of new
    flows. Specifically, we first build update trees for all new flows
    according to the network states and consistency properties. Then, the
    new rules in an update tree are packaged into a single control packet
    (UBCP). Furthermore, a virtual destination-based algorithm is devised to
    minimize the number of finally formed UBCPs. The generated UBCPs will
    successively pass all IoT nodes to be updated, and instruct them to
    apply the required operations. If the control channel is wireless, we
    introduce a cooperative transmission mechanism to enhance the
    reliability of the UBCPs' forwarding. Finally, we evaluate our scheme by
    comprehensive experiments. The results show that the BLLC reduces the
    link cost by 68\% on the average with a slight performance loss in the
    update time.}","","{Internet of Things (IoT); network update; software defined networks (SDNs)}","",""
7,"","ISI:000458796400049","Sharma, Vishal; You, Ilsun; Seo, Jung Taek; Guizani, Mohsen","Secure and Reliable Resource Allocation and Caching in Aerial-Terrestrial Cloud Networks (ATCNs)","{IEEE ACCESS}",{7},,"","{13867-13881}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Aerial-terrestrial cloud networks (ATCNs), global integration of air and
    ground communication systems, pave a way for a large set of applications
    such as surveillance, on-demand transmissions, data-acquisition, and
    navigation. However, such networks suffer from crucial challenges of
    secure and reliable resource allocation and content-caching as the
    involved entities are highly dynamic and there is no fine-tuned strategy
    to accommodate their connectivity. To resolve this quandary, cog-chain,
    a novel paradigm for secure and reliable resource allocation and
    content-caching in ATCNs, is presented. Various requirements, key
    concepts, and issues with ATCNs are also presented along with basic
    concepts to establish a cog-chain in ATCNs. Feed and fetch modes are
    utilized depending on the involved entities and caching servers. In
    addition, a cog-chain communication protocol is presented which avails
    to evaluate the formation of a virtual cog-chain between the nodes and
    the content-caching servers. The efficacy of the proposed solution is
    demonstrated through consequential gains observed for signaling
    overheads, computational time, reliability, and resource allocation
    growth. The proposed approach operates with the signaling overheads
    ranging between 30.36 and 303.6 bytes{*}hops/sec and the formation time
    between 186 and 195 ms. Furthermore, the overall time consumption is
    83.33\% lower than the sequential-verification model and the resource
    allocation growth is 27.17\% better than the sequential-verification
    model.}","","{Security; reliability; content caching; ATCNs; STINs; cog-chain}","",""
7,"","ISI:000446893600006","Sifah, Emmanuel Boateng; Xia, Qi; Agyekum, Kwame Opuni-Boachie Obour; Amofa, Sandro; Gao, Jianbin; Chen, Ruidong; Xia, Hu; Gee, James C.; Du, Xiaojiang; Guizani, Mohsen","Chain-based big data access control infrastructure","{JOURNAL OF SUPERCOMPUTING}",{74},{10},"{OCT}","{4945-4964}",{2018},"{VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS}","","","","","","","","{SPRINGER}","","","","","","","{Technological advancements have brought about the rise of data and other
    digital assets in our world today. The major problems with data today
    are its security and management, more importantly access control. These
    factors when not tackled effectively can lead to many compromises. The
    blockchain is an effective technology that ensures utmost security,
    trust, and maximum access control in big data systems. However, almost
    all the transactions on a blockchain network are stored in the platform.
    This process reduces the data storage, as the storage of all
    transactions sometimes creates unnecessary overheads. In this paper, an
    off-chain-based sovereign blockchain is proposed, where a virtual
    container is created for parties to transact in. At the end of a
    transaction, and satisfying each party, the container is destroyed but
    the results are stored on the sovereign blockchain network. This
    effectively decreases the amount of data that would have been stored on
    the network. The effectiveness of our system is compared with other
    schemes, and we could infer that our proposed system outperforms the
    already-existing ones.}","","{Big data; Sovereign blockchain; Access control; Smart contracts}","",""
7,"","ISI:000448097400009","Su, Dan; Liu, Jiqiang; Wang, Wei; Wang, Xiaoyang; Du, Xiaojiang; Guizani, Mohsen","Discovering communities of malapps on Android-based mobile cyber-physical systems","{AD HOC NETWORKS}",{80},,"{NOV}","{104-115}",{2018},"{PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS}","","","","","","","","{ELSEVIER SCIENCE BV}","","","","","","","{Android-based devices like smartphones have become ideal mobile
    cyber-physical systems (MCPS) due to their powerful processors and
    variety of sensors. In recent years, an explosively and continuously
    growing number of malicious applications (malapps) have posed a great
    threat to Android-based MCPS as well as users' privacy. The effective
    detection of malapps is an emerging yet crucial task. How to establish
    relationships among malapps, discover their potential communities, and
    explore their evolution process has become a challenging issue in
    effective detection of malapps. To deal with this issue, in this work,
    we are motivated to propose an automated community detection method for
    Android malapps by building a relation graph based on their static
    features. First, we construct a large feature set to profile the
    behaviors of malapps. Second, we propose an E-N algorithm for graph
    construction by combining epsilon graph and k-nearest neighbor (k-NN)
    graph. It solves the problem of an incomplete graph led by epsilon
    method and the problem of noise generated by k-NN graph. Finally, a
    community detection method, Infomap, is employed to explore the
    underlying structures of the relation graph, and obtain the communities
    of malapps. We evaluate our community detection method with 3996 malapp
    samples. Extensive experimental results show that our method outperforms
    the traditional clustering methods and achieves the best performance
    with rand statistic of 94.93\% and accuracy of 79.53\%. (C) 2018
    Elsevier B.V. All rights reserved.}","","{Mobile cyber-physical system; Android; Malapp classification; Community discovery}","",""
7,"","ISI:000451790900029","Sun, Gang; Li, Yayu; Yu, Hongfang; Vasilakos, Athanasios V.; Du, Xiaojiang; Guizani, Mohsen","Energy-efficient and traffic-aware service function chaining orchestration in multi-domain networks","{FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE}",{91},,"{FEB}","{347-360}",{2019},"{PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS}","","","","","","","","{ELSEVIER SCIENCE BV}","","","","","","","{Service function chaining (SFC) provisioning is helpful not only for
    saving the capital expenditure (CAPEX) and operational expenditure
    (OPEX) of a network provider but also for reducing energy consumption in
    the substrate network. However, to the best of our knowledge, there has
    been little research on the problem of energy consumption for
    orchestrating online SFC requests in multi-domain networks. In this
    paper, we first formulate the problem of an energy-efficient online SFC
    request that is orchestrated across multiple clouds as an integer linear
    programming (ILP) model to find an optimal solution. Then, we analyze
    the complexity of this ILP model and prove that the problem is NP-hard.
    Additionally, we propose a low-complexity heuristic algorithm named
    energy-efficient online SFC request orchestration across multiple
    domains (EE-SFCO-MD) for near-optimally solving the mentioned problem.
    Finally, we conduct simulation experiments to evaluate the performance
    of our algorithm. Simulation results show that EE-SFCO-MD consumes less
    energy than existing approaches while the online SFC's requirements are
    met and the privacy of each cloud is effectively guaranteed. The low
    computational complexity of the heuristic approach makes it applicable
    for quickly responding to online SFC requests. (C) 2018 Elsevier B.V.
    All rights reserved.}","","{Service function chaining; Orchestration; Energy efficiency; Multi-domain networks}","",""
7,"","ISI:000457302900072","Sun, Gang; Song, Liangjun; Yu, Hongfang; Chang, Victor; Du, Xiaojiang; Guizani, Mohsen","V2V Routing in a VANET Based on the Autoregressive Integrated Moving Average Model","{IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY}",{68},{1},"{JAN}","{908-922}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{With the development of vehicle networks, the information transmission
    between vehicles is becoming increasingly important. Many applications,
    particularly regarding security, are based on communication between
    vehicles. These applications have strict requirements for factors such
    as the quality of communication between vehicles and the time delay.
    Many theoretical communication protocols ignore the presence of
    buildings or other obstacles that are present during practical use,
    especially in urban areas. These obstacles can cause a signal to fade or
    even block direct communication. Many vehicles are often parked at the
    roadside. Because of their location, these parked vehicles can be used
    as relays to effectively reduce the shadowing effect caused by obstacles
    and even solve communication problems. In this paper, we study the
    problem of parked-vehicle-assistant relay routing communication in
    vehicle ad hoc networks. We propose an efficient parked vehicle
    assistant relay routing algorithm that is composed of four parts: a
    periodic Hello packet exchange mechanism, candidate relay list update,
    communication link quality evaluation, and candidate relay list
    selection. Simulation results reveal obvious advantages for indexes such
    as the quality of communication, success rate, and time delay.}","","{VANET; parked vehicle; V2V; relay routing; shadowing effect}","",""
7,"","ISI:000441788300066","Sun, Gang; Zhang, Yijing; Liao, Dan; Yu, Hongfang; Du, Xiaojiang; Guizani, Mohsen","Bus-Trajectory-Based Street-Centric Routing for Message Delivery in Urban Vehicular Ad Hoc Networks","{IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY}",{67},{8},"{AUG}","{7550-7563}",{2018},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{This paper focuses on the routing algorithm for the communications
    between vehicles and places in urban vehicular ad hoc networks. As one
    of the basic transportation facilities in an urban setting, buses
    periodically run along their fixed routes and cover many city streets.
    The trajectory of bus lines can be seen as a submap of a city. Based on
    the characters of bus networks, we propose a bus-trajectory-based
    street-centric (BTSC) routing algorithm, which uses buses as the main
    relay to deliver messages. In BTSC, we build a routing graph based on
    the trajectories of bus lines by analyzing the probability of bus
    appearing on every street. We propose two novel concepts, i.e., the
    probability of street consistency and the probability of path
    consistency, which are used as metrics to determine routing paths for
    message delivery. This aims to choose the best path with higher density
    of busses and lower probability of transmission direction deviating from
    the routing path. In order to improve the bus forwarding opportunity, we
    design a bus-based forwarding strategy with ant colony optimization to
    find a reliable and a steady multihop link between two relay buses in
    order to decrease the end-to-end delay. The BTSC makes improvements in
    the selection of routing paths and a strategy of message forwarding.
    Simulation results show that our proposed routing algorithm has a better
    performance in terms of the transmission delay, and adaptability to
    different networks.}","","{VANETs; street-centric routing; bus trajectory-based graph; ant colony optimization}","",""
7,"","ISI:000450191400034","Xiao, Jia; Yang, Chungang; Anpalagan, Alagan; Ni, Qiang; Guizani, Mohsen","Joint Interference Management in Ultra-Dense Small-Cell Networks: A Multi-Domain Coordination Perspective","{IEEE TRANSACTIONS ON COMMUNICATIONS}",{66},{11},"{NOV}","{5470-5481}",{2018},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Extensive deployment of heterogeneous small cells in cellular networks
    results in ultra-dense small-cell networks (USNs). The USNs have been
    established as one of the vital networking architectures in the SG to
    expand system capacity and augment network coverage. However, intensive
    deployment of cells results in a complex interference problem. In this
    paper, we propose a distributed multi-domain interference management
    scheme among cooperative small cells. The proposed scheme mitigates the
    interference while optimizing the overall network utility. In addition,
    we jointly investigate OFDMA scheduling, TDMA scheduling, interference
    alignment (IA), and power control. We model small cells' coordination
    behavior as an overlapping coalition formation game. In this game, each
    base station can make an autonomous decision and participate in more
    than one coalition to perform IA and suppress intra-coalition
    interference. To achieve this goal, we propose a distributed joint
    interference management (JIM) algorithm. The proposed algorithm allows
    each small-cell base station to self-organize and interact into a stable
    overlapping coalition structure and reduce interference gradually from
    multi-domain, thus achieving an optimal tradeoff between costs and
    benefits. Compared with existing approaches, the proposed JIM algorithm
    provides appreciable performance improvement in terms of total
    throughput, which is demonstrated by simulation results.}","","{Coalition game theory; interference alignment; OFDMA scheduling; TDMA scheduling; ultra-dense small cell networks}","",""
7,"","ISI:000449134400014","Yan, Xiaoyun; Dong, Ping; Du, Xiaojiang; Zheng, Tao; Sun, Jianan; Guizani, Mohsen","Improving flow delivery with link available time prediction in software-defined high-speed vehicular networks","{COMPUTER NETWORKS}",{145},,"{NOV 9}","{165-174}",{2018},"{PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS}","","","","","","","","{ELSEVIER SCIENCE BV}","","","","","","","{Due to the high-speed mobility of vehicles, reliable data delivery in
    vehicular networks is still a challenge. In this paper, we propose a
    link available time prediction based backup caching and routing (LBR)
    scheme in software-defined high-speed vehicular networks. In order to
    improve flow delivery performance, several modules, such as information
    awareness and link prediction modules, are designed in this
    software-defined architecture. Taking advantage of the embedded modules,
    the controller predicts the link remaining duration for each vehicle
    timely by the location and velocity information. The controller also
    establishes routing policies for flows with different duration by using
    LBR algorithm. Finally, the simulation scenario is set to a high-speed
    vehicle-to-infrastructure (V21) network. The vehicle is a high-speed
    train. The roadside infrastructures belong to cellular networks. For
    comparison, greedy perimeter stateless routing with lifetime (GPSR-L) is
    introduced. The results demonstrate that our scheme outperforms GPSR-L
    with an improvement in the successful transmission. Further, we explore
    the benefit and cost of the backup caching compared with link prediction
    based routing (LR) algorithm. The results show that the backup caching
    of LBR enhances LR algorithm with the sacrifice of a reasonable cost.
    (C) 2018 Elsevier B.V. All rights reserved.}","","{Vehicular network; Link availability time prediction; High-speed mobility}","",""
7,"","ISI:000442316200033","Yang, Chungang; Xiao, Jia; Li, Jiandong; Shao, Xiaoqiang; Anpalagan, Alagan; Ni, Qiang; Guizani, Mohsen","DISCO: Interference-Aware Distributed Cooperation with Incentive Mechanism for 5G Heterogeneous Ultra-Dense Networks","{IEEE COMMUNICATIONS MAGAZINE}",{56},{7},"{JUL}","{198-204}",{2018},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{Interference and traffic imbalance hinder improved system performance in
    heterogeneous ultra-dense networks. Network cooperation has become a
    promising paradigm with sophisticated techniques that can significantly
    enhance performance. In this article, a coalition game-theoretic
    framework is introduced to characterize cooperative behaviors, thus
    exploring these cooperative benefits and diversity gains. First, we
    introduce the basis of the coalition games. Then we survey its latest
    applications, in particular, interference mitigation and traffic
    offloading. Different from most current applications, we concentrate on
    cooperative incentive mechanism design since node cooperation always
    means resource consumption and other costs. Moreover, for the incentive
    mechanism, cooperative spectrum leasing is introduced. To mitigate
    interference and balance traffic, we propose two schemes under the
    presented framework: IASL and TOSL. Simulation results show the improved
    performance of the cooperative gains using the proposed IASL and TOSL
    schemes.}","","","",""
7,"","ISI:000459709500092","Yang, Yan; Dang, Shuping; He, Yejun; Guizani, Mohsen","Markov Decision-Based Pilot Optimization for 5G V2X Vehicular Communications","{IEEE INTERNET OF THINGS JOURNAL}",{6},{1, SI},"{FEB}","{1090-1103}",{2019},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{This paper proposes a Markov decision process (MDP)-based pilot
    placement optimization approach for the radio access in 5G vehicle to
    everything communications to support Internet of Vehicles applications.
    The optimal placement problem of pilot symbols is based on a typical
    pilot-assisted frequency-division multiplexing transmission and
    simplified to a finite state-space representation. We propose and
    formulate a finite MDP so as to determine an appropriate pilot pattern
    from a set of candidate pilot configurations. Also, an enhanced pilot
    placement scheme is developed to reduce the complexity for solving the
    formulated MDP problems. Furthermore, we derive analytical expressions
    of the mutual information, which to some extent allow us to jointly
    evaluate the dynamics of the channel state in time and frequency
    domains. Numerical results generated by Monte Carlo simulations show
    that the proposed pilot optimization policy is capable of improving the
    channel estimation in fast time-varying vehicular channels, and the
    mutual information-based measurement criteria can yield more accurate
    evaluations in fast time-varying vehicular channels than other
    conventional schemes.}","","{Fast time-varying channel; fifth generation (5G) vehicle to everything (V2X); Markov decision process (MDP); mutual information; pilot optimization}","",""
7,"","ISI:000446673500025","Yu, Yong; Xue, Liang; Li, Yannan; Du, Xiaojiang; Guizani, Mohsen; Yang, Bo","Assured Data Deletion With Fine-Grained Access Control for Fog-Based Industrial Applications","{IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS}",{14},{10},"{OCT}","{4538-4547}",{2018},"{445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA}","","","","","","","","{IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC}","","","","","","","{The advances of cloud computing, fog computing, and Internet of things
    (IoT) make industries more prosperous than ever. A wide range of
    industrial systems such as transportation and manufacturing systems have
    been developed by integrating cloud computing, fog computing, and IoT
    infrastructure successfully. However, in this sophisticated system,
    security and privacy issues are major concerns that hinder the
    widespread adoptions of these novel techniques. In this paper, we focus
    on assured data deletion, an issue that is important but received less
    attention in academia and industry. We first propose a framework to
    integrate the cloud, the fog, and the things together to manage stored
    data from industries or individuals. We then focus on secure data
    deletion in this framework by proposing an assured data deletion scheme
    that fulfills verifiable data deletion as well as flexible access
    control over sensitive data. Only data owners and fog devices are
    involved when deleting cloud data and validating the deletion of these
    data, which makes the protocol practical due to the features of low
    latency as well as real-time interaction with fog. The proposed protocol
    takes advantage of the attribute-based encryption, whose security can be
    proved under the standard model. The theoretical analysis shows good
    performance and functionality requirements while the implementation
    results demonstrate the feasibility of our proposal.}","","{Attribute-based encryption (ABE); assured deletion; fog computing}","",""
7,"","ISI:000444360400019","Zhan, Dongyang; Ye, Lin; Zhang, Hongli; Fang, Binxing; Li, Huhua; Liu, Yang; Du, Xiaojiang; Guizani, Mohsen","A high-performance virtual machine filesystem monitor in cloud-assisted cognitive loT","{FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE}",{88},,"{NOV}","{209-219}",{2018},"{PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS}","","","","","","","","{ELSEVIER SCIENCE BV}","","","","","","","{Cloud-assisted Cognitive Internet of Things has powerful data analytics
    abilities based on the computing and data storage capabilities of cloud
    virtual machines, which makes protecting virtual machine filesystem very
    important for the whole system security. Agentless periodic filesystem
    monitors are optimal solutions to protect cloud virtual machines because
    of the secure and low-overhead features. However, most of the periodic
    monitors usually scan all of the virtual machine filesystem or protected
    files in every scanning poll, so lots of secure files are scanned again
    and again even though they are not corrupted. In this paper, we propose
    a novel agentless periodic filesystem monitor framework for virtual
    machines with different image formats to improve the performance of
    agentless periodic monitors. Our core idea is to minimize the scope of
    the scanning files in both file integrity checking and virus detection.
    In our monitor, if a file is considered secure, it will not be scanned
    when it has not been modified. Since our monitor only scans the newly
    created and modified files, it can check fewer files than other
    filesystem monitors. To that end, we propose two monitor methods for
    different types of virtual machine disks to reduce the number of
    scanning files. For virtual machine with single disk image, we hook the
    backend driver to capture the disk modification information. For virtual
    machine with multiple copy-on-write images, we leverage the
    copy-on-write feature of QCOW2 images to achieve the disk modification
    analysis. In addition, our system can restore and remove the corrupted
    files. The experimental results show that our system is effective for
    both Windows and Linux virtual machines with different image formats and
    can reduce the number of scanning files and scanning time. 2018 Elsevier
    B.V. All rights reserved.}","","{Filesystem monitor; Minimized scanning; Hooking backend driver; Copy-on-write image analysis}","",""
7,"","ISI:000446283600014","Zhang, Chuan; Zhu, Liehuang; Xu, Chang; Sharif, Kashif; Du, Xiaojiang; Guizani, Mohsen","LPTD: Achieving lightweight and privacy-preserving truth discovery in CIoT","{FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE}",{90},,"{JAN}","{175-184}",{2019},"{PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS}","","","","","","","","{ELSEVIER SCIENCE BV}","","","","","","","{In recent years, cognitive Internet of Things (CIoT) has received
    considerable attention because it can extract valuable information from
    various Internet of Things (IoT) devices. In CIoT, truth discovery plays
    an important role in identifying truthful values from large scale data
    to help CIoT provide deeper insights and value from collected
    information. However, the privacy concerns of loT devices pose a major
    challenge in designing truth discovery approaches. Although existing
    schemes of truth discovery can be executed with strong privacy
    guarantees, they are not efficient or cannot be applied in real-life
    CIoT applications. This article proposes a novel framework for
    lightweight and privacy-preserving truth discovery called LPTD-I, which
    is implemented by incorporating fog and cloud platforms, and adopting
    the homomorphic Paillier encryption and one-way hash chain techniques.
